Image,True Label,Predicted Label,Predicted Text
fallingtest_0_0047.jpg,0,0,No
fallingtest_0_0048.jpg,0,0,No
fallingtest_0_0049.jpg,0,0,No
fallingtest_0_0050.jpg,0,0,No
fallingtest_0_0051.jpg,0,0,No
fallingtest_0_0052.jpg,0,0,No
fallingtest_0_0053.jpg,0,0,No
fallingtest_0_0054.jpg,0,0,No
fallingtest_0_0055.jpg,0,0,No
fallingtest_0_0056.jpg,0,0,No
fallingtest_0_0057.jpg,0,0,No
fallingtest_0_0058.jpg,0,0,No
fallingtest_0_0059.jpg,0,0,No
fallingtest_0_0060.jpg,0,0,No
fallingtest_0_0061.jpg,0,0,No
fallingtest_0_0062.jpg,0,0,No
fallingtest_0_0063.jpg,0,0,No
fallingtest_0_0064.jpg,0,0,No
fallingtest_0_0065.jpg,0,0,No
fallingtest_0_0066.jpg,0,0,No
fallingtest_0_0067.jpg,0,0,No
fallingtest_0_0068.jpg,0,0,No
fallingtest_0_0069.jpg,0,0,No
fallingtest_0_0070.jpg,0,0,No
fallingtest_0_0071.jpg,0,0,No
fallingtest_0_0072.jpg,0,0,No
fallingtest_0_0073.jpg,0,0,No
fallingtest_0_0074.jpg,0,0,No
fallingtest_0_0075.jpg,0,0,No
fallingtest_0_0076.jpg,0,0,No
fallingtest_0_0077.jpg,0,0,No
fallingtest_0_0078.jpg,0,0,No
fallingtest_0_0079.jpg,0,0,No
fallingtest_0_0080.jpg,0,0,No
fallingtest_0_0081.jpg,0,0,No
fallingtest_0_0082.jpg,0,0,No
fallingtest_0_0083.jpg,0,0,No
fallingtest_0_0084.jpg,0,0,No
fallingtest_0_0085.jpg,0,0,No
fallingtest_0_0086.jpg,0,0,No
fallingtest_0_0087.jpg,0,0,No
fallingtest_0_0088.jpg,0,0,No
fallingtest_0_0089.jpg,0,0,No
fallingtest_0_0090.jpg,0,0,No
fallingtest_0_0091.jpg,0,0,No
fallingtest_0_0092.jpg,0,0,No
fallingtest_0_0093.jpg,0,0,No
fallingtest_0_0094.jpg,0,0,No
fallingtest_0_0095.jpg,0,0,No
fallingtest_0_0096.jpg,0,0,No
fallingtest_0_0097.jpg,0,0,No
fallingtest_0_0098.jpg,0,0,No
fallingtest_0_0099.jpg,0,0,No
fallingtest_0_0100.jpg,0,0,No
fallingtest_0_0101.jpg,0,0,No
fallingtest_0_0102.jpg,0,0,No
fallingtest_0_0103.jpg,0,0,No
fallingtest_0_0104.jpg,0,0,No
fallingtest_0_0105.jpg,0,0,No
fallingtest_0_0106.jpg,0,0,No
fallingtest_0_0107.jpg,0,0,No
fallingtest_0_0108.jpg,0,0,No
fallingtest_0_0109.jpg,0,0,No
fallingtest_0_0110.jpg,0,0,No
fallingtest_0_0111.jpg,0,0,No
fallingtest_0_0112.jpg,0,0,No
fallingtest_0_0113.jpg,0,0,No
fallingtest_0_0114.jpg,0,0,No
fallingtest_0_0115.jpg,0,0,No
fallingtest_0_0116.jpg,0,0,No
fallingtest_0_0117.jpg,0,0,No
fallingtest_0_0118.jpg,0,0,No
fallingtest_0_0119.jpg,0,0,No
fallingtest_0_0120.jpg,0,0,No
fallingtest_0_0121.jpg,0,0,No
fallingtest_0_0122.jpg,0,0,No
fallingtest_0_0123.jpg,0,0,No
fallingtest_0_0124.jpg,0,0,No
fallingtest_0_0125.jpg,0,0,No
fallingtest_0_0126.jpg,0,0,No
fallingtest_0_0127.jpg,0,0,No
fallingtest_0_0128.jpg,0,0,No
fallingtest_0_0129.jpg,0,0,No
fallingtest_0_0130.jpg,0,0,No
fallingtest_0_0131.jpg,0,0,No
fallingtest_0_0132.jpg,0,0,No
fallingtest_0_0133.jpg,0,0,No
fallingtest_0_0134.jpg,0,0,No
fallingtest_0_0135.jpg,0,0,No
fallingtest_0_0136.jpg,0,0,No
fallingtest_0_0137.jpg,0,0,No
fallingtest_0_0138.jpg,0,0,No
fallingtest_0_0139.jpg,0,0,No
fallingtest_0_0140.jpg,0,0,No
fallingtest_0_0141.jpg,0,0,No
fallingtest_0_0142.jpg,0,0,No
fallingtest_0_0143.jpg,0,0,No
fallingtest_0_0144.jpg,0,0,No
fallingtest_0_0145.jpg,0,0,No
fallingtest_0_0146.jpg,0,0,No
fallingtest_0_0147.jpg,0,0,No
fallingtest_0_0148.jpg,0,0,No
fallingtest_0_0149.jpg,0,0,No
fallingtest_0_0150.jpg,0,0,No
fallingtest_0_0151.jpg,0,0,No
fallingtest_0_0152.jpg,0,0,No
fallingtest_0_0153.jpg,0,0,No
fallingtest_0_0154.jpg,0,0,No
fallingtest_0_0155.jpg,0,0,No
fallingtest_0_0156.jpg,0,0,No
fallingtest_0_0157.jpg,0,0,No
fallingtest_0_0158.jpg,0,0,No
fallingtest_0_0159.jpg,0,0,No
fallingtest_0_0160.jpg,0,0,No
fallingtest_0_0161.jpg,0,0,No
fallingtest_0_0162.jpg,0,0,No
fallingtest_0_0163.jpg,0,0,No
fallingtest_0_0164.jpg,0,0,No
fallingtest_0_0165.jpg,0,0,No
fallingtest_0_0166.jpg,0,0,No
fallingtest_0_0167.jpg,0,0,No
fallingtest_0_0168.jpg,0,0,No
fallingtest_0_0169.jpg,0,0,No
fallingtest_0_0170.jpg,0,0,No
fallingtest_0_0171.jpg,0,0,No
fallingtest_0_0172.jpg,0,0,No
fallingtest_0_0173.jpg,0,0,No
fallingtest_0_0174.jpg,0,0,No
fallingtest_0_0175.jpg,0,0,No
fallingtest_0_0176.jpg,0,0,No
fallingtest_0_0177.jpg,0,0,No
fallingtest_0_0178.jpg,0,0,No
fallingtest_0_0179.jpg,0,0,No
fallingtest_0_0180.jpg,0,0,No
fallingtest_0_0181.jpg,0,0,No
fallingtest_0_0182.jpg,0,0,No
fallingtest_0_0183.jpg,0,0,No
fallingtest_0_0184.jpg,0,0,No
fallingtest_0_0185.jpg,0,0,No
fallingtest_0_0186.jpg,0,0,No
fallingtest_0_0187.jpg,0,0,No
fallingtest_0_0188.jpg,0,0,No
fallingtest_0_0189.jpg,0,0,No
fallingtest_0_0190.jpg,0,0,No
fallingtest_0_0191.jpg,0,0,No
fallingtest_0_0192.jpg,0,0,No
fallingtest_0_0193.jpg,0,0,No
fallingtest_0_0194.jpg,0,0,No
fallingtest_0_0195.jpg,0,0,No
fallingtest_0_0196.jpg,0,0,No
fallingtest_0_0197.jpg,0,0,No
fallingtest_0_0198.jpg,0,0,No
fallingtest_0_0199.jpg,0,0,No
fallingtest_0_0200.jpg,0,0,No
fallingtest_0_0201.jpg,0,0,No
fallingtest_0_0202.jpg,0,0,No
fallingtest_0_0203.jpg,0,0,No
fallingtest_0_0204.jpg,0,0,No
fallingtest_0_0205.jpg,0,0,No
fallingtest_0_0206.jpg,0,0,No
fallingtest_0_0207.jpg,0,0,No
fallingtest_0_0208.jpg,0,0,No
fallingtest_0_0209.jpg,0,0,No
fallingtest_0_0210.jpg,0,0,No
fallingtest_0_0211.jpg,0,0,No
fallingtest_0_0212.jpg,0,0,No
fallingtest_0_0213.jpg,0,0,No
fallingtest_0_0214.jpg,0,0,No
fallingtest_0_0215.jpg,0,0,No
fallingtest_0_0216.jpg,0,0,No
fallingtest_0_0217.jpg,0,0,No
fallingtest_0_0218.jpg,0,0,No
fallingtest_0_0219.jpg,0,0,No
fallingtest_0_0220.jpg,0,0,No
fallingtest_0_0221.jpg,0,0,No
fallingtest_0_0222.jpg,0,0,No
fallingtest_0_0223.jpg,0,0,No
fallingtest_0_0224.jpg,0,0,No
fallingtest_0_0225.jpg,0,0,No
fallingtest_0_0226.jpg,0,0,No
fallingtest_0_0227.jpg,0,0,No
fallingtest_0_0228.jpg,0,0,No
fallingtest_0_0229.jpg,0,0,No
fallingtest_0_0230.jpg,0,0,No
fallingtest_0_0231.jpg,0,0,No
fallingtest_0_0232.jpg,0,0,No
fallingtest_0_0233.jpg,0,0,No
fallingtest_0_0234.jpg,0,0,No
fallingtest_0_0235.jpg,0,0,No
fallingtest_0_0236.jpg,0,0,No
fallingtest_0_0237.jpg,0,0,No
fallingtest_0_0238.jpg,0,0,No
fallingtest_0_0239.jpg,0,0,No
fallingtest_0_0240.jpg,0,0,No
fallingtest_0_0241.jpg,0,0,No
fallingtest_0_0242.jpg,0,0,No
fallingtest_0_0243.jpg,0,0,No
fallingtest_0_0244.jpg,0,0,No
fallingtest_0_0245.jpg,0,0,No
fallingtest_0_0246.jpg,0,0,No
fallingtest_0_0247.jpg,0,0,No
fallingtest_0_0248.jpg,0,0,No
fallingtest_0_0249.jpg,0,0,No
fallingtest_0_0250.jpg,0,0,No
fallingtest_0_0251.jpg,0,0,No
fallingtest_0_0252.jpg,0,0,No
fallingtest_0_0253.jpg,0,0,No
fallingtest_0_0254.jpg,0,0,No
fallingtest_0_0255.jpg,0,0,No
fallingtest_0_0256.jpg,0,0,No
fallingtest_0_0257.jpg,0,0,No
fallingtest_0_0258.jpg,0,0,No
fallingtest_0_0259.jpg,0,0,No
fallingtest_0_0260.jpg,0,0,No
fallingtest_0_0261.jpg,0,0,No
fallingtest_0_0262.jpg,0,0,No
fallingtest_0_0263.jpg,0,0,No
fallingtest_0_0264.jpg,0,0,No
fallingtest_0_0265.jpg,0,0,No
fallingtest_0_0266.jpg,0,0,No
fallingtest_0_0267.jpg,0,0,No
fallingtest_0_0268.jpg,0,0,No
fallingtest_0_0269.jpg,0,0,No
fallingtest_0_0270.jpg,0,0,No
fallingtest_0_0271.jpg,0,0,No
fallingtest_0_0272.jpg,0,0,No
fallingtest_0_0273.jpg,0,0,No
fallingtest_0_0274.jpg,0,0,No
fallingtest_0_0275.jpg,0,0,No
fallingtest_0_0276.jpg,0,0,No
fallingtest_0_0277.jpg,0,0,No
fallingtest_0_0278.jpg,0,0,No
fallingtest_0_0279.jpg,0,0,No
fallingtest_0_0280.jpg,0,0,No
fallingtest_0_0281.jpg,0,0,No
fallingtest_0_0282.jpg,0,0,No
fallingtest_0_0283.jpg,0,0,No
fallingtest_0_0284.jpg,0,0,No
fallingtest_0_0285.jpg,0,0,No
fallingtest_0_0286.jpg,0,0,No
fallingtest_0_0287.jpg,0,0,No
fallingtest_0_0288.jpg,0,0,No
fallingtest_0_0289.jpg,0,0,No
fallingtest_0_0290.jpg,0,0,No
fallingtest_0_0291.jpg,0,0,No
fallingtest_0_0292.jpg,0,0,No
fallingtest_0_0293.jpg,0,0,No
fallingtest_0_0294.jpg,0,0,No
fallingtest_0_0295.jpg,0,0,No
fallingtest_0_0296.jpg,0,0,No
fallingtest_0_0297.jpg,0,0,No
fallingtest_0_0298.jpg,0,0,No
fallingtest_0_0299.jpg,0,0,No
fallingtest_0_0300.jpg,0,0,No
fallingtest_0_0301.jpg,0,0,No
fallingtest_0_0302.jpg,0,0,No
fallingtest_0_0303.jpg,0,0,No
fallingtest_0_0304.jpg,0,0,No
fallingtest_0_0305.jpg,0,0,No
fallingtest_0_0306.jpg,0,0,No
fallingtest_0_0307.jpg,0,0,No
fallingtest_0_0308.jpg,0,0,No
fallingtest_0_0309.jpg,0,0,No
fallingtest_0_0310.jpg,0,0,No
fallingtest_0_0311.jpg,0,0,No
fallingtest_0_0312.jpg,0,0,No
fallingtest_0_0313.jpg,0,0,No
fallingtest_0_0314.jpg,0,0,No
fallingtest_0_0315.jpg,0,0,No
fallingtest_0_0316.jpg,0,0,No
fallingtest_0_0317.jpg,0,0,No
fallingtest_0_0318.jpg,0,0,No
fallingtest_0_0319.jpg,0,0,No
fallingtest_0_0320.jpg,0,0,No
fallingtest_0_0321.jpg,0,0,No
fallingtest_0_0322.jpg,0,0,No
fallingtest_0_0323.jpg,0,0,No
fallingtest_0_0324.jpg,0,0,No
fallingtest_0_0325.jpg,0,0,No
fallingtest_0_0326.jpg,0,0,No
fallingtest_0_0327.jpg,0,0,No
fallingtest_0_0328.jpg,0,0,No
fallingtest_0_0329.jpg,0,0,No
fallingtest_0_0330.jpg,0,0,No
fallingtest_0_0331.jpg,0,0,No
fallingtest_0_0332.jpg,0,0,No
fallingtest_0_0333.jpg,0,0,No
fallingtest_0_0334.jpg,0,0,No
fallingtest_0_0335.jpg,0,0,No
fallingtest_0_0336.jpg,0,0,No
fallingtest_0_0337.jpg,0,0,No
fallingtest_0_0338.jpg,0,0,No
fallingtest_0_0339.jpg,0,0,No
fallingtest_0_0340.jpg,0,0,No
fallingtest_0_0341.jpg,0,0,No
fallingtest_0_0342.jpg,0,0,No
fallingtest_0_0343.jpg,0,0,No
fallingtest_0_0344.jpg,0,0,No
fallingtest_0_0345.jpg,0,0,No
fallingtest_0_0346.jpg,0,0,No
fallingtest_0_0347.jpg,0,0,No
fallingtest_0_0348.jpg,0,0,No
fallingtest_0_0349.jpg,0,0,No
fallingtest_0_0350.jpg,0,0,No
fallingtest_0_0351.jpg,0,0,No
fallingtest_0_0352.jpg,0,0,No
fallingtest_0_0353.jpg,0,0,No
fallingtest_0_0354.jpg,0,0,No
fallingtest_0_0355.jpg,0,0,No
fallingtest_0_0356.jpg,0,0,No
fallingtest_0_0357.jpg,0,0,No
fallingtest_0_0358.jpg,0,0,No
fallingtest_0_0359.jpg,0,0,No
fallingtest_0_0360.jpg,0,0,No
fallingtest_0_0361.jpg,0,0,No
fallingtest_0_0362.jpg,0,0,No
fallingtest_0_0363.jpg,0,0,No
fallingtest_0_0364.jpg,0,0,No
fallingtest_0_0365.jpg,0,0,No
fallingtest_0_0366.jpg,0,0,No
fallingtest_0_0367.jpg,0,0,No
fallingtest_0_0368.jpg,0,0,No
fallingtest_0_0369.jpg,0,0,No
fallingtest_0_0370.jpg,0,0,No
fallingtest_0_0371.jpg,0,0,No
fallingtest_0_0372.jpg,0,0,No
fallingtest_0_0373.jpg,0,0,No
fallingtest_0_0374.jpg,0,0,No
fallingtest_0_0375.jpg,0,0,No
fallingtest_0_0376.jpg,0,0,No
fallingtest_0_0377.jpg,0,0,No
fallingtest_0_0378.jpg,0,0,No
fallingtest_0_0379.jpg,0,0,No
fallingtest_0_0380.jpg,0,0,No
fallingtest_0_0381.jpg,0,0,No
fallingtest_0_0382.jpg,0,0,No
fallingtest_0_0383.jpg,0,0,No
fallingtest_0_0384.jpg,0,0,No
fallingtest_0_0385.jpg,0,0,No
fallingtest_0_0386.jpg,0,0,No
fallingtest_0_0387.jpg,0,0,No
fallingtest_0_0388.jpg,0,0,No
fallingtest_0_0389.jpg,0,0,No
fallingtest_0_0390.jpg,0,0,No
fallingtest_0_0391.jpg,0,0,No
fallingtest_0_0392.jpg,0,0,No
fallingtest_0_0393.jpg,0,0,No
fallingtest_0_0394.jpg,0,0,No
fallingtest_0_0395.jpg,0,0,No
fallingtest_0_0396.jpg,0,0,No
fallingtest_0_0397.jpg,0,0,No
fallingtest_0_0398.jpg,0,0,No
fallingtest_0_0399.jpg,0,0,No
fallingtest_0_0400.jpg,0,0,No
fallingtest_0_0401.jpg,0,0,No
fallingtest_0_0402.jpg,0,0,No
fallingtest_0_0403.jpg,0,0,No
fallingtest_0_0404.jpg,0,0,No
fallingtest_0_0405.jpg,0,0,No
fallingtest_0_0406.jpg,0,0,No
fallingtest_0_0407.jpg,0,0,No
fallingtest_0_0408.jpg,0,0,No
fallingtest_0_0409.jpg,0,0,No
fallingtest_0_0410.jpg,0,0,No
fallingtest_0_0411.jpg,0,0,No
fallingtest_0_0412.jpg,0,0,No
fallingtest_0_0413.jpg,0,0,No
fallingtest_0_0414.jpg,0,0,No
fallingtest_0_0415.jpg,0,0,No
fallingtest_0_0416.jpg,0,0,No
fallingtest_0_0417.jpg,0,0,No
fallingtest_0_0418.jpg,0,0,No
fallingtest_0_0419.jpg,0,0,No
fallingtest_0_0420.jpg,0,0,No
fallingtest_0_0421.jpg,0,0,No
fallingtest_0_0422.jpg,0,0,No
fallingtest_0_0423.jpg,0,0,No
fallingtest_0_0424.jpg,0,0,No
fallingtest_0_0425.jpg,0,0,No
fallingtest_0_0426.jpg,0,0,No
fallingtest_0_0427.jpg,0,0,No
fallingtest_0_0428.jpg,0,0,No
fallingtest_0_0429.jpg,0,0,No
fallingtest_0_0430.jpg,0,0,No
fallingtest_0_0431.jpg,0,0,No
fallingtest_0_0432.jpg,0,0,No
fallingtest_0_0433.jpg,0,0,No
fallingtest_0_0434.jpg,0,0,No
fallingtest_0_0435.jpg,0,0,No
fallingtest_0_0436.jpg,0,0,No
fallingtest_0_0437.jpg,0,0,No
fallingtest_0_0438.jpg,0,0,No
fallingtest_0_0439.jpg,0,0,No
fallingtest_0_0440.jpg,0,0,No
fallingtest_0_0441.jpg,0,0,No
fallingtest_0_0442.jpg,0,0,No
fallingtest_0_0443.jpg,0,0,No
fallingtest_0_0444.jpg,0,0,No
fallingtest_0_0445.jpg,0,0,No
fallingtest_0_0446.jpg,0,0,No
fallingtest_0_0447.jpg,0,0,No
fallingtest_0_0448.jpg,0,0,No
fallingtest_0_0449.jpg,0,0,No
fallingtest_0_0450.jpg,0,0,No
fallingtest_0_0451.jpg,0,0,No
fallingtest_0_0452.jpg,0,0,No
fallingtest_0_0453.jpg,0,0,No
fallingtest_0_0454.jpg,0,0,No
fallingtest_0_0455.jpg,0,0,No
fallingtest_0_0456.jpg,0,0,No
fallingtest_0_0457.jpg,0,0,No
fallingtest_0_0458.jpg,0,0,No
fallingtest_0_0459.jpg,0,0,No
fallingtest_0_0460.jpg,0,0,No
fallingtest_0_0461.jpg,0,0,No
fallingtest_0_0462.jpg,0,0,No
fallingtest_0_0463.jpg,0,0,No
fallingtest_0_0464.jpg,0,0,No
fallingtest_0_0465.jpg,0,0,No
fallingtest_0_0466.jpg,0,0,No
fallingtest_0_0467.jpg,0,0,No
fallingtest_0_0468.jpg,0,0,No
fallingtest_0_0469.jpg,0,0,No
fallingtest_0_0470.jpg,0,0,No
fallingtest_0_0471.jpg,0,0,No
fallingtest_0_0472.jpg,0,0,No
fallingtest_0_0473.jpg,0,0,No
fallingtest_0_0474.jpg,0,0,No
fallingtest_0_0475.jpg,0,0,No
fallingtest_0_0476.jpg,0,0,No
fallingtest_0_0477.jpg,0,0,No
fallingtest_0_0478.jpg,0,0,No
fallingtest_0_0479.jpg,0,0,No
fallingtest_0_0480.jpg,0,0,No
fallingtest_0_0481.jpg,0,0,No
fallingtest_0_0482.jpg,0,0,No
fallingtest_0_0483.jpg,0,0,No
fallingtest_0_0484.jpg,0,0,No
fallingtest_0_0485.jpg,0,0,No
fallingtest_0_0486.jpg,0,0,No
fallingtest_0_0487.jpg,0,0,No
fallingtest_0_0488.jpg,0,0,No
fallingtest_0_0489.jpg,0,0,No
fallingtest_0_0490.jpg,0,0,No
fallingtest_0_0491.jpg,0,0,No
fallingtest_0_0492.jpg,0,0,No
fallingtest_0_0493.jpg,0,0,No
fallingtest_0_0494.jpg,0,0,No
fallingtest_0_0495.jpg,0,0,No
fallingtest_0_0496.jpg,0,0,No
fallingtest_0_0497.jpg,0,0,No
fallingtest_0_0498.jpg,0,0,No
fallingtest_0_0499.jpg,0,0,No
fallingtest_0_0500.jpg,0,0,No
fallingtest_0_0501.jpg,0,0,No
fallingtest_0_0502.jpg,0,0,No
fallingtest_0_0503.jpg,0,0,No
fallingtest_0_0504.jpg,0,0,No
fallingtest_0_0505.jpg,0,0,No
fallingtest_0_0506.jpg,0,0,No
fallingtest_0_0507.jpg,0,0,No
fallingtest_0_0508.jpg,0,0,No
fallingtest_0_0509.jpg,0,0,No
fallingtest_0_0510.jpg,0,0,No
fallingtest_0_0511.jpg,0,0,No
fallingtest_0_0512.jpg,0,0,No
fallingtest_0_0513.jpg,0,0,No
fallingtest_0_0514.jpg,0,0,No
fallingtest_0_0515.jpg,0,0,No
fallingtest_0_0516.jpg,0,0,No
fallingtest_0_0517.jpg,0,0,No
fallingtest_0_0518.jpg,0,0,No
fallingtest_0_0519.jpg,0,0,No
fallingtest_0_0520.jpg,0,0,No
fallingtest_0_0521.jpg,0,0,No
fallingtest_0_0522.jpg,0,0,No
fallingtest_0_0523.jpg,0,0,No
fallingtest_0_0524.jpg,0,0,No
fallingtest_0_0525.jpg,0,0,No
fallingtest_0_0526.jpg,0,0,No
fallingtest_0_0527.jpg,0,0,No
fallingtest_0_0528.jpg,0,0,No
fallingtest_0_0529.jpg,0,0,No
fallingtest_0_0530.jpg,0,0,No
fallingtest_0_0531.jpg,0,0,No
fallingtest_0_0532.jpg,0,0,No
fallingtest_0_0533.jpg,0,0,No
fallingtest_0_0534.jpg,0,0,No
fallingtest_0_0535.jpg,0,0,No
fallingtest_0_0536.jpg,0,0,No
fallingtest_0_0537.jpg,0,0,No
fallingtest_0_0538.jpg,0,0,No
fallingtest_0_0539.jpg,0,0,No
fallingtest_0_0540.jpg,0,0,No
fallingtest_0_0541.jpg,0,0,No
fallingtest_0_0542.jpg,0,0,No
fallingtest_0_0543.jpg,0,0,No
fallingtest_0_0544.jpg,0,0,No
fallingtest_0_0545.jpg,0,0,No
fallingtest_0_0546.jpg,0,0,No
fallingtest_0_0547.jpg,0,0,No
fallingtest_0_0548.jpg,0,0,No
fallingtest_0_0549.jpg,0,0,No
fallingtest_0_0550.jpg,0,0,No
fallingtest_0_0551.jpg,0,0,No
fallingtest_0_0552.jpg,0,0,No
fallingtest_0_0553.jpg,0,0,No
fallingtest_0_0554.jpg,0,0,No
fallingtest_0_0555.jpg,0,0,No
fallingtest_0_0556.jpg,0,0,No
fallingtest_0_0557.jpg,0,0,No
fallingtest_0_0558.jpg,0,0,No
fallingtest_0_0559.jpg,0,0,No
fallingtest_0_0560.jpg,0,0,No
fallingtest_0_0561.jpg,0,0,No
fallingtest_0_0562.jpg,0,0,No
fallingtest_0_0563.jpg,0,0,No
fallingtest_0_0564.jpg,0,0,No
fallingtest_0_0565.jpg,0,0,No
fallingtest_0_0566.jpg,0,0,No
fallingtest_0_0567.jpg,0,0,No
fallingtest_0_0568.jpg,0,0,No
fallingtest_0_0569.jpg,0,0,No
fallingtest_0_0570.jpg,0,0,No
fallingtest_0_0571.jpg,0,0,No
fallingtest_0_0572.jpg,0,0,No
fallingtest_0_0573.jpg,0,0,No
fallingtest_0_0574.jpg,0,0,No
fallingtest_0_0575.jpg,0,0,No
fallingtest_0_0576.jpg,0,0,No
fallingtest_0_0577.jpg,0,0,No
fallingtest_0_0578.jpg,0,0,No
fallingtest_0_0579.jpg,0,0,No
fallingtest_0_0580.jpg,0,0,No
fallingtest_0_0581.jpg,0,0,No
fallingtest_0_0582.jpg,0,0,No
fallingtest_0_0583.jpg,0,0,No
fallingtest_0_0584.jpg,0,0,No
fallingtest_0_0585.jpg,0,0,No
fallingtest_0_0586.jpg,0,0,No
fallingtest_0_0587.jpg,0,0,No
fallingtest_0_0588.jpg,0,0,No
fallingtest_0_0589.jpg,0,0,No
fallingtest_0_0590.jpg,0,0,No
fallingtest_0_0591.jpg,0,0,No
fallingtest_0_0592.jpg,0,0,No
fallingtest_0_0593.jpg,0,0,No
fallingtest_0_0594.jpg,0,0,No
fallingtest_0_0595.jpg,0,0,No
fallingtest_0_0596.jpg,0,0,No
fallingtest_0_0597.jpg,0,0,No
fallingtest_0_0598.jpg,0,0,No
fallingtest_0_0599.jpg,0,0,No
fallingtest_0_0600.jpg,0,0,No
fallingtest_0_0601.jpg,0,0,No
fallingtest_0_0602.jpg,0,0,No
fallingtest_0_0603.jpg,0,0,No
fallingtest_0_0604.jpg,0,0,No
fallingtest_0_0605.jpg,0,0,No
fallingtest_0_0606.jpg,0,0,No
fallingtest_0_0607.jpg,0,0,No
fallingtest_0_0608.jpg,0,0,No
fallingtest_0_0609.jpg,0,0,No
fallingtest_0_0610.jpg,0,0,No
fallingtest_0_0611.jpg,0,0,No
fallingtest_0_0612.jpg,0,0,No
fallingtest_0_0613.jpg,0,0,No
fallingtest_0_0614.jpg,0,0,No
fallingtest_0_0615.jpg,0,0,No
fallingtest_0_0616.jpg,0,0,No
fallingtest_0_0617.jpg,0,0,No
fallingtest_0_0618.jpg,0,0,No
fallingtest_0_0619.jpg,0,0,No
fallingtest_0_0620.jpg,0,0,No
fallingtest_0_0621.jpg,0,0,No
fallingtest_0_0622.jpg,0,0,No
fallingtest_0_0623.jpg,0,0,No
fallingtest_0_0624.jpg,0,0,No
fallingtest_0_0625.jpg,0,0,No
fallingtest_0_0626.jpg,0,0,No
fallingtest_0_0627.jpg,0,0,No
fallingtest_0_0628.jpg,0,0,No
fallingtest_0_0629.jpg,0,0,No
fallingtest_0_0630.jpg,0,0,No
fallingtest_0_0631.jpg,0,0,No
fallingtest_0_0632.jpg,0,0,No
fallingtest_0_0633.jpg,0,0,No
fallingtest_0_0634.jpg,0,0,No
fallingtest_0_0635.jpg,0,0,No
fallingtest_0_0636.jpg,0,0,No
fallingtest_0_0637.jpg,0,0,No
fallingtest_0_0638.jpg,0,0,No
fallingtest_0_0639.jpg,0,0,No
fallingtest_0_0640.jpg,0,0,No
fallingtest_0_0641.jpg,0,0,No
fallingtest_0_0642.jpg,0,0,No
fallingtest_0_0643.jpg,0,0,No
fallingtest_0_0644.jpg,0,0,No
fallingtest_0_0645.jpg,0,0,No
fallingtest_0_0646.jpg,0,0,No
fallingtest_0_0647.jpg,0,0,No
fallingtest_0_0648.jpg,0,0,No
fallingtest_0_0649.jpg,0,0,No
fallingtest_0_0650.jpg,0,0,No
fallingtest_0_0651.jpg,0,0,No
fallingtest_0_0652.jpg,0,0,No
fallingtest_0_0653.jpg,0,0,No
fallingtest_0_0654.jpg,0,0,No
fallingtest_0_0655.jpg,0,0,No
fallingtest_0_0656.jpg,0,0,No
fallingtest_0_0657.jpg,0,0,No
fallingtest_0_0658.jpg,0,0,No
fallingtest_0_0659.jpg,0,0,No
fallingtest_0_0660.jpg,0,0,No
fallingtest_0_0661.jpg,0,0,No
fallingtest_0_0662.jpg,0,0,No
fallingtest_0_0663.jpg,0,0,No
